;Type;adresse_1;commune_1;departement;code_departement;lat;long;appellation_courante;region
HIST3025;Historical;14, 16 rue Montpensier;Paris 1er Arrondissement;Paris;75;48.864991;2.336813;Immeuble, en bordure du Palais-Royal;Île-de-France
HIST3026;Historical;8 rue des Moulins;Paris 1er Arrondissement;Paris;75;48.8667280023;2.33511952074;Immeuble;Île-de-France
HIST3027;Historical;10 rue des Moulins;Paris 1er Arrondissement;Paris;75;48.8668250093;2.33517040765;Immeuble;Île-de-France
HIST3028;Historical;7 rue des Orfèvres;Paris 1er Arrondissement;Paris;75;48.8584962145;2.34519644626;Immeuble;Île-de-France
HIST3029;Historical;28 rue de Richelieu;Paris 1er Arrondissement;Paris;75;48.8652242047;2.3367289819;Immeuble mauresque;Île-de-France
HIST3030;Historical;13 rue Saint-Germain-l'Auxerrois;Paris 1er Arrondissement;Paris;75;48.8582560711;2.34483739334;Immeuble;Île-de-France
HIST3031;Historical;14 rue Saint-Germain-l'Auxerrois;Paris 1er Arrondissement;Paris;75;48.8583308211;2.34481334917;Immeuble;Île-de-France
HIST3032;Historical;"18 rue Saint-Germain-l'Auxerrois ; 5 rue Bertin-Poirée";Paris 1er Arrondissement;Paris;75;48.8584377676;2.34460167832;Immeuble;Île-de-France
HIST3033;Historical;6 rue du Pont-Louis-Philippe;Paris 4e Arrondissement;Paris;75;48.8547423701;2.35540706495;Crèmerie;Île-de-France
HIST3034;Historical;12 rue Charles V;Paris 4e Arrondissement;Paris;75;48.8533949981;2.36261506109;Ancien hôtel d'Aubray;Île-de-France
HIST3035;Historical;25 rue des Ecouffes;Paris 4e Arrondissement;Paris;75;48.8573262081;2.35862536924;Hôtel Brulart (ancien);Île-de-France
HIST3036;Historical;6 rue de Fourcy;Paris 4e Arrondissement;Paris;75;48.8547341028;2.35917769527;Petit Hôtel de Fourcy;Île-de-France
HIST3037;Historical;12 place des Vosges;Paris 4e Arrondissement;Paris;75;48.8551850906;2.36643421437;Hôtel Lafont ou de Breteuil (ancien) ou hôtel Dangeau ou de Missan ou de Sainson;Île-de-France
HIST3038;Historical;7 rue Quincampoix;Paris 4e Arrondissement;Paris;75;48.8594830601;2.34963787021;Immeuble;Île-de-France
HIST3039;Historical;3 rue Saint-Louis-en-l'Ile;Paris 4e Arrondissement;Paris;75;48.8506975462;2.35960829456;Maison;Île-de-France
HIST3040;Historical;59 rue Saint-Martin;Paris 4e Arrondissement;Paris;75;48.8591166535;2.35023385873;Immeuble;Île-de-France
HIST3041;Historical;79 rue Saint-Martin;Paris 4e Arrondissement;Paris;75;48.8595363788;2.35048743015;Immeuble;Île-de-France
HIST3042;Historical;74 rue de la Verrerie;Paris 4e Arrondissement;Paris;75;48.858731121;2.35108314657;Immeuble;Île-de-France
HIST3043;Historical;"place Lépine ; rue de Lutèce ; marché aux Fleurs";Paris 4e Arrondissement;Paris;75;48.8556212669;2.34742712118;Métropolitain, station Cité;Île-de-France
HIST3044;Historical;22 rue Pavée;Paris 4e Arrondissement;Paris;75;48.8568284407;2.3615123952;Prison de la Force (restes de la);Île-de-France
HIST3045;Historical;rue du Faubourg-Saint-Antoine;Paris 11e Arrondissement;Paris;75;48.8503705138;2.3831317245;Fontaine de Montreuil (ancienne);Île-de-France
HIST3046;Historical;75 rue du Faubourg-Saint-Antoine;Paris 11e Arrondissement;Paris;75;48.8524001372;2.37514478765;Cour de l'Etoile d'Or;Île-de-France
HIST3047;Historical;161 rue de Charonne;Paris 11e Arrondissement;Paris;75;48.8570677093;2.38929689791;Ancienne maison de santé du Docteur Belhomme;Île-de-France
HIST3048;Historical;50, 52 boulevard Voltaire;Paris 11e Arrondissement;Paris;75;48.8630853128;2.37086281564;Ancien café-concert Le Bataclan;Île-de-France
HIST3049;Historical;26 rue de Charenton;Paris 12e Arrondissement;Paris;75;48.8512536066;2.37218591089;Ancienne caserne des Mousquetaires Noirs, dans l'actuel Hôpital des Quinze-Vingts (Centre d'ophtalmologie);Île-de-France
HIST3050;Historical;7, 9 rue de Cotte;Paris 12e Arrondissement;Paris;75;48.8483815136;2.37684089513;Lavoir du Marché Lenoir (ancien);Île-de-France
HIST3051;Historical;place Félix-Eboué;Paris 12e Arrondissement;Paris;75;48.8394157393;2.39651044976;Métropolitain, station Daumesnil;Île-de-France
HIST3052;Historical;;Voulx;Seine-et-Marne;77;48.2818301123;2.97031972979;Eglise;Île-de-France
HIST3053;Historical;;Bailly;Yvelines;78;48.8464537555;2.09219151582;"Tour du télégraphe Chappe, située au ""Trou d'Enfer""";Île-de-France
HIST3054;Historical;;Boinville-en-Mantois;Yvelines;78;48.9298346376;1.7570295416;Eglise;Île-de-France
HIST3055;Historical;;Choisel;Yvelines;78;48.6809720981;2.02008053897;Château de Breteuil;Île-de-France
HIST3056;Historical;;Choisel;Yvelines;78;48.6875147985;2.01797423181;Eglise Saint-Jean-Baptiste;Île-de-France
HIST3057;Historical;;Conflans-Sainte-Honorine;Yvelines;78;48.9921696567;2.09482423392;Eglise Saint-Maclou;Île-de-France
HIST3058;Historical;rue Pavée;Epône;Yvelines;78;48.9548825793;1.80840384499;Pavillon de David dit Temple de David;Île-de-France
HIST3059;Historical;;Gazeran;Yvelines;78;48.6342814844;1.77388887829;Eglise;Île-de-France
HIST3060;Historical;8 rue de la Guadeloupe;Paris 18e Arrondissement;Paris;75;48.8909629637;2.36153626716;Marché de la Chapelle;Île-de-France
HIST3061;Historical;;Beaumont-du-Gâtinais;Seine-et-Marne;77;48.1364780251;2.47322412715;Château (ancien);Île-de-France
HIST3062;Historical;;Blandy;Seine-et-Marne;77;48.5678587838;2.78111546816;Eglise Saint-Maurice;Île-de-France
HIST3063;Historical;;La Chapelle-Gauthier;Seine-et-Marne;77;48.5503123257;2.90050316194;Eglise;Île-de-France
HIST3064;Historical;;Courpalay;Seine-et-Marne;77;48.6620614593;2.94956519082;Château de la Grange-Bléneau et sa chapelle;Île-de-France
HIST3065;Historical;26 rue du Grand-Cerf;Meaux;Seine-et-Marne;77;48.958900846;2.88013838154;Eglise Saint-Christophe (ancienne);Île-de-France
HIST3066;Historical;;Melun;Seine-et-Marne;77;48.5411537706;2.65582944975;Abbaye de Saint-Père (ancienne);Île-de-France
HIST3067;Historical;;Melun;Seine-et-Marne;77;48.5389649658;2.65931397345;Eglise Saint-Aspais;Île-de-France
HIST3068;Historical;;Moret-sur-Loing;Seine-et-Marne;77;48.371784541;2.82205657384;Chapelle Saint-Pierre de Pontloup;Île-de-France
HIST3069;Historical;;Courquetaine;Seine-et-Marne;77;48.6602941352;2.7734789689;Eglise d'Ozouer;Île-de-France
HIST3070;Historical;11 rue Barbette;Paris 3e Arrondissement;Paris;75;48.8589631258;2.36036714661;Maison;Île-de-France
HIST3071;Historical;;Rozay-en-Brie;Seine-et-Marne;77;48.681744125;2.95937837428;Porte de Rome;Île-de-France
HIST3072;Historical;5 rue Royale;Fontainebleau;Seine-et-Marne;77;48.4025059547;2.69624934695;Immeuble;Île-de-France
HIST3073;Historical;R.N. 19;Grandpuits-Bailly-Carrois;Seine-et-Marne;77;48.5790248861;2.97939615469;Borne fleurdelysée n° 30;Île-de-France
HIST3074;Historical;;Jaulnes;Seine-et-Marne;77;48.4040046985;3.26198761146;Château de Villeceaux;Île-de-France
HIST3075;Historical;;Lagny-sur-Marne;Seine-et-Marne;77;48.8776292173;2.70533788959;Abbaye Saint-Pierre (ancienne);Île-de-France
HIST3076;Historical;;Saint-Germain-en-Laye;Yvelines;78;48.92094931;2.10644155572;Château du Val;Île-de-France
HIST3077;Historical;;Saint-Martin-la-Garenne;Yvelines;78;49.0406234957;1.6894944187;Chapelle du Prieuré dite l'Eglise aux Moines;Île-de-France
HIST3078;Historical;1 rue Charles-Legaigneur;Sainte-Mesme;Yvelines;78;48.5308880032;1.96237689444;Manoir de Sainte-Mesme;Île-de-France
HIST3079;Historical;15 rue des Carmes;Paris 5e Arrondissement;Paris;75;48.8483808192;2.34760408313;Ancien Collège des Irlandais ou Collège des Lombards, Eglise Saint-Ephrem;Île-de-France
HIST3080;Historical;13 rue Champollion;Paris 5e Arrondissement;Paris;75;48.8493078005;2.34284232362;Immeuble;Île-de-France
HIST3081;Historical;269, 269 bis rue Saint-Jacques;Paris 5e Arrondissement;Paris;75;48.841483596;2.34176233211;Monastère des Bénédictins anglais (ancien);Île-de-France
HIST3082;Historical;"19, 21 rue d'Assas ; 70 rue de Vaugirard";Paris 6e Arrondissement;Paris;75;48.8484902711;2.329828552;Ancien couvent des Carmes, actuellement Institut catholique de Paris;Île-de-France
HIST3083;Historical;70 rue Vaugirard;Paris 6e Arrondissement;Paris;75;48.8485521175;2.33029724207;Couvent des Carmes (ancien);Île-de-France
HIST3084;Historical;place Rabelais;Puteaux;Hauts-de-Seine;92;48.8795195321;2.24301976414;Eglise Notre-Dame-de-la-Pitié;Île-de-France
HIST3085;Historical;;Sèvres;Hauts-de-Seine;92;48.8239506028;2.21072925385;Eglise Saint-Romain;Île-de-France
HIST3086;Historical;11 place de la Libération;Sèvres;Hauts-de-Seine;92;48.8271487922;2.22306242974;Immeuble;Île-de-France
HIST3087;Historical;;Louveciennes;Yvelines;78;48.862468;2.118818;Bâtiments de la machine de Marly;Île-de-France
HIST3088;Historical;7 place de l'Etape;Mantes-la-Jolie;Yvelines;78;48.9901216561;1.71952295563;Hôtel-Dieu (ancien);Île-de-France
HIST3089;Historical;place Victorien-Sardou;Marly-le-Roi;Yvelines;78;48.8664802659;2.09302999903;Eglise Saint-Etienne - Saint-Vigor;Île-de-France
HIST3090;Historical;12 rue de Condé;Paris 6e Arrondissement;Paris;75;48.8511304592;2.33802740861;Hôtel de Sourdéac;Île-de-France
HIST3091;Historical;117 boulevard Saint-Germain;Paris 6e Arrondissement;Paris;75;48.8523716726;2.33770504117;Immeuble du Cercle de la Librairie;Île-de-France
HIST3092;Historical;;Marcoussis;Essonne;91;48.6422888554;2.2301725357;Eglise;Île-de-France
HIST3093;Historical;;Méréville;Essonne;91;48.3193710353;2.08914915372;Halle;Île-de-France
HIST3094;Historical;;Morigny-Champigny;Essonne;91;48.4689217255;2.18770567774;Château de Jeurre;Île-de-France
HIST3095;Historical;;Morsang-sur-Orge;Essonne;91;48.6639044228;2.35174974895;Abbaye (ancienne);Île-de-France
HIST3096;Historical;;Saint-Vrain;Essonne;91;48.5436975478;2.31338763757;Obélisque;Île-de-France
HIST3097;Historical;;Soisy-sur-Ecole;Essonne;91;48.4744544077;2.49696827785;Eglise;Île-de-France
HIST3098;Historical;;Vauhallan;Essonne;91;48.734183206;2.20640636937;Croix;Île-de-France
HIST3099;Historical;69 rue Auguste-Mounié;Antony;Hauts-de-Seine;92;48.7544032119;2.29782918001;Maison de la Belle Levantine;Île-de-France
HIST3100;Historical;;Clamart;Hauts-de-Seine;92;48.7991664406;2.26325401303;Eglise Saint-Pierre Saint-Paul;Île-de-France
HIST3101;Historical;16 rue Saint-Guillaume;Paris 7e Arrondissement;Paris;75;48.8552263923;2.32867566486;Hôtel, dit aussi Hôtel de Laigue, du Président Talon, de Créqui ou de Béthune;Île-de-France
HIST3102;Historical;98 rue du Bac;Paris 7e Arrondissement;Paris;75;48.8539576516;2.32376197108;Maison;Île-de-France
HIST3103;Historical;4 place du Palais-Bourbon;Paris 7e Arrondissement;Paris;75;48.8605650098;2.31782043057;Maison;Île-de-France
HIST3104;Historical;54 avenue de la Bourdonnais;Paris 7e Arrondissement;Paris;75;48.8563058222;2.30198417494;Pharmacie;Île-de-France
HIST3105;Historical;;Paris 8e Arrondissement;Paris;75;48.8762075392;2.31887692265;Eglise Saint-Augustin;Île-de-France
HIST3106;Historical;8 place de la Concorde;Paris 8e Arrondissement;Paris;75;48.8671691233;2.32138051443;Hôtel Cartier;Île-de-France
HIST3107;Historical;7 rue du Faubourg-Montmartre;Paris 9e Arrondissement;Paris;75;48.871982867;2.34267404495;Bouillon Chartier (ancien);Île-de-France
HIST3108;Historical;rue de Furstenberg;Paris 6e Arrondissement;Paris;75;48.8546342646;2.33538921894;Immeuble et musée Delacroix;Île-de-France
HIST3109;Historical;"69 rue de Varenne ; 6, 8 rue Barbet-de-Jouy";Paris 7e Arrondissement;Paris;75;48.8548192604;2.31759110329;Hôtel de Clermont, actuellement Ministère des relations avec le Parlement;Île-de-France
HIST3110;Historical;68 rue Condorcet;Paris 9e Arrondissement;Paris;75;48.8804915485;2.34137098788;Maison construite par Viollet-le-Duc;Île-de-France
HIST3111;Historical;20 rue Joubert;Paris 9e Arrondissement;Paris;75;48.8748556225;2.33011657926;Immeuble;Île-de-France
HIST3112;Historical;"65 rue La Fayette ; 17 rue Cadet";Paris 9e Arrondissement;Paris;75;48.8760402208;2.34403781904;Métropolitain, station Cadet;Île-de-France
HIST3113;Historical;rue Mogador;Paris 9e Arrondissement;Paris;75;48.8753683168;2.33102867763;Théâtre Mogador;Île-de-France
HIST3114;Historical;7 rue d'Anjou;Versailles;Yvelines;78;48.797308957;2.12564482823;Immeuble;Île-de-France
HIST3115;Historical;53bis, 54, 55, 57 rue Royale;Versailles;Yvelines;78;48.7967333493;2.12635630168;Immeubles;Île-de-France
HIST3116;Historical;15 rue Champs-Lagarde;Versailles;Yvelines;78;48.8015246131;2.14624823274;Maison des Italiens ou Maison des Musiciens du Roi;Île-de-France
HIST3117;Historical;1 rue Richaud;Versailles;Yvelines;78;48.8073848721;2.13497821637;Ancienne Maison de Charité, ancien hôpital Richaud;Île-de-France
HIST3118;Historical;74 rue de Vauboyen;Bièvres;Essonne;91;48.7614695058;2.1941902999;Château de Vauboyen;Île-de-France
HIST3119;Historical;;Boigneville;Essonne;91;48.3351189329;2.37217796248;Eglise Notre-Dame-de-l'Assomption;Île-de-France
HIST3120;Historical;;D'Huison-Longueville;Essonne;91;48.4565266747;2.34221199769;Château (ancien);Île-de-France
HIST3121;Historical;23 à 27 avenue Montaigne;Paris 8e Arrondissement;Paris;75;48.8664247513;2.30447263973;Hôtel Plaza-Athénée;Île-de-France
HIST3122;Historical;36, 38, 40 rue des Mathurins;Paris 8e Arrondissement;Paris;75;48.8732818829;2.32548564239;Théâtre des Mathurins;Île-de-France
HIST3123;Historical;6 place Violet;Paris 15e Arrondissement;Paris;75;48.8441727205;2.29006048256;Ancien pavillon Violet, actuellement caserne de pompiers;Île-de-France
HIST3124;Historical;;Buthiers;Seine-et-Marne;77;48.2946598184;2.43876524055;Vestiges archéologiques de Buthiers  - Rocher gravé et grotte;Île-de-France
HIST3125;Historical;13 rue Sainte-Marie;Juilly;Seine-et-Marne;77;49.012562;2.702423;Ancien collège des Oratoriens;Île-de-France
HIST3126;Historical;boulevard du Palais;Paris 1er Arrondissement;Paris;75;48.8553930119;2.34499381915;Sainte-Chapelle;Île-de-France
HIST3127;Historical;;Fontenay-Saint-Père;Yvelines;78;49.0272777776;1.7514832366;Eglise;Île-de-France
HIST3128;Historical;19 avenue Foch;Paris 16e Arrondissement;Paris;75;48.8725338332;2.28969340896;Hôtel de Monpelas, actuellement ambassade de la République d'Angola;Île-de-France
HIST3129;Historical;"16 avenue Victor-Hugo ; 1 rue de Traktir";Paris 16e Arrondissement;Paris;75;48.8725624738;2.29169822685;Restaurant Prunier;Île-de-France
HIST3130;Historical;;Jouarre;Seine-et-Marne;77;48.9261864914;3.13044075044;Ancienne abbaye Notre-Dame de Jouarre : grenier;Île-de-France
HIST3131;Historical;53 avenue Laplace;Arcueil;Val-de-Marne;94;48.8088826183;2.32996241389;Ancienne usine pharmaceutique Raspail (usine Anis Gras);Île-de-France
HIST3132;Historical;"107 rue du Faubourg-Saint-Denis ; 1 à 5 square Alban-Satragne";Paris 10e Arrondissement;Paris;75;48.8756414861;2.35405518483;Ancienne prison Saint-Lazare, devenue hôpital Saint-Lazare;Île-de-France
HIST3133;Historical;2 rue Saint-Germain;Gouvernes;Seine-et-Marne;77;48.8616310544;2.69566160903;Eglise paroissiale Saint-Germain;Île-de-France
HIST3134;Historical;11 rue Léon-Lhermitte;Paris 15e Arrondissement;Paris;75;48.8432774143;2.29719569703;Lycée Camille Sée;Île-de-France
HIST3135;Historical;allée de la Taffarette;Ferrières-en-Brie;Seine-et-Marne;77;48.8220062863;2.69967462668;Ancienne buanderie de l'ancien domaine du château Rothschild;Île-de-France
HIST3136;Historical;30 rue Méhul;Pantin;Seine-Saint-Denis;93;48.8876403222;2.4156016391;Groupe scolaire (école primaire de plein air et maternelle);Île-de-France
HIST3137;Historical;16 rue Saint-Sauveur;Paris 2e Arrondissement;Paris;75;48.8661903836;2.34858120885;Immeuble;Île-de-France
HIST3138;Historical;13 place de la République;Villemomble;Seine-Saint-Denis;93;48.8854225927;2.51582758531;Eglise Saint-Louis;Île-de-France
HIST3139;Historical;;Bures-sur-Yvette;Essonne;91;48.6989047236;2.17190699941;Anneau de collisions d'Orsay, sis au Centre Universitaire d'Orsay;Île-de-France
HIST3140;Historical;"2 rue Frochot ; 6 place Gabriel-Kaspereit";Paris 9e Arrondissement;Paris;75;48.8811365268;2.33785205821;Immeuble;Île-de-France
HIST3141;Historical;"58-60bis rue Rochechouart ; 25 rue Petrelle";Paris 9e Arrondissement;Paris;75;48.8805446393;2.34683755265;Ensemble d'immeubles dit Cité Napoléon;Île-de-France
HIST3142;Historical;67 rue Sainte-Anne;Paris 2e Arrondissement;Paris;75;48.8683827148;2.33634721095;Immeuble;Île-de-France
HIST3143;Historical;14 quai de la Mégisserie;Paris 1er Arrondissement;Paris;75;48.8581304762;2.3442281397;Immeuble;Île-de-France
HIST3144;Historical;2, 4, 6 rue Grétry;Paris 2e Arrondissement;Paris;75;48.8703398302;2.33755593169;Immeubles;Île-de-France
HIST3145;Historical;13-15 quai de Bourbon;Paris 4e Arrondissement;Paris;75;48.8524588071;2.35604553309;Ancien hôtel dit Hôtel Le Charron ou de Vitry;Île-de-France
HIST3146;Historical;"10 quai de la Rapée ; 139 rue de Bercy";Paris 12e Arrondissement;Paris;75;48.8409788815;2.37790997916;Pavillons de l'ancienne douane et de la Barrière d'eau;Île-de-France
HIST3147;Historical;15 rue de Grenelle;Paris 7e Arrondissement;Paris;75;48.8532098031;2.32852392791;Ancien hôtel de Bérulle;Île-de-France
HIST3148;Historical;avenue Blanche-de-Castille;Poissy;Yvelines;78;48.9244255148;2.02827831616;Villa Savoye;Île-de-France
HIST3149;Historical;;Saint-Cloud;Hauts-de-Seine;92;48.8580822719;2.19702668025;Hippodrome de Saint-Cloud;Île-de-France
HIST3150;Historical;26 rue Mouton-Duvernet;Paris 14e arrondissement;Paris;75;48.8327181598;2.32574952169;Mairie annexe du 14e arrondissement de Paris;Île-de-France
HIST3151;Historical;11 avenue Marceau;Paris 16e arrondissement;Paris;75;48.866121343;2.29919294372;Immeuble, ancien hôtel particulier, actuelle bibliothèque de l'Institut Cervantès;Île-de-France
HIST3152;Historical;rue Alphonse-Cornaille;Bezons;Val-d'Oise;95;48.9374694618;2.20656986789;Oratoire du Val-Notre-Dame;Île-de-France
HIST3153;Historical;;Bruyères-sur-Oise;Val-d'Oise;95;49.1567453878;2.33180670205;Eglise Saint-Vivien;Île-de-France
HIST3154;Historical;1 rue Voltaire;Eaubonne;Val-d'Oise;95;48.9951350182;2.27732631621;Château de la Chesnaye dit aussi de Meaux;Île-de-France
HIST3155;Historical;;Goussainville;Val-d'Oise;95;49.0138345377;2.46554778498;Eglise Saint-Pierre-Saint-Paul;Île-de-France
HIST3156;Historical;;Saint-Prix;Val-d'Oise;95;49.0164638399;2.2661623836;Eglise Saint-Prix, dite autrefois église Saint-Germain;Île-de-France
HIST3157;Historical;;Théméricourt;Val-d'Oise;95;49.0864640917;1.89485178591;Croix de pierre adossée à la nef de l'église;Île-de-France
HIST3158;Historical;Dans le cimetière;Vauréal;Val-d'Oise;95;49.0318170301;2.03142358983;Croix;Île-de-France
HIST3159;Historical;7 avenue du Général-de-Gaulle;Maisons-Alfort;Val-de-Marne;94;48.8128631362;2.4241224509;Ecole nationale vétérinaire;Île-de-France
HIST3160;Historical;"9 avenue du Général-Leclerc ; rue Nordling";Maisons-Alfort;Val-de-Marne;94;48.8155600102;2.42134885291;Eglise Sainte-Agnès;Île-de-France
HIST3161;Historical;;Labbeville;Val-d'Oise;95;49.137191381;2.14532996767;Château;Île-de-France
HIST3162;Historical;;Livilliers;Val-d'Oise;95;49.094827862;2.09517998133;Eglise de la Nativité de la Vierge et Saint-Fiacre;Île-de-France
HIST3163;Historical;place de l'Hôtel-de-Ville;Pontoise;Val-d'Oise;95;49.0504672284;2.10079395939;Chapelle des Cordeliers (ancienne);Île-de-France
HIST3164;Historical;55 rue Pierre-Butin;Pontoise;Val-d'Oise;95;49.0484850757;2.09705471819;Couvent des Carmélites ou du Carmel;Île-de-France
HIST3165;Historical;rue de la Coutellerie;Pontoise;Val-d'Oise;95;49.0499550163;2.0944679559;Sous-préfecture (ancienne);Île-de-France
HIST3166;Historical;;Ronquerolles;Val-d'Oise;95;49.1677672618;2.21916246183;Eglise;Île-de-France
HIST3167;Historical;;Saint-Gervais;Val-d'Oise;95;49.1663077433;1.73603373694;Château de Magnitot;Île-de-France
HIST3168;Historical;rue Saint-Antoine;Paris 4e Arrondissement;Paris;75;48.853306506;2.36621453995;Temple du Marais ou temple Sainte-Marie (ancienne chapelle du couvent des filles de la Visitation dite église de la Visitation);Île-de-France
HIST3169;Historical;8 place des Vosges;Paris 4e Arrondissement;Paris;75;48.8548860012;2.3663216069;Hôtel de Fourcy (ancien);Île-de-France
HIST3170;Historical;8 place des Victoires;Paris 2e Arrondissement;Paris;75;48.8660510663;2.34089702167;Ancien hôtel Pellé de Montaleau, ou hôtel de Bosredon;Île-de-France
HIST3171;Historical;1, 2, 3, 4, 5, 7 rue des Colonnes;Paris 2e Arrondissement;Paris;75;48.8696662732;2.33955154125;Immeubles;Île-de-France
HIST3172;Historical;1 rue du Mail;Paris 2e Arrondissement;Paris;75;48.8664064156;2.34138629702;Immeuble;Île-de-France
HIST3173;Historical;6 rue du Mail;Paris 2e Arrondissement;Paris;75;48.8664215792;2.34177701742;Immeuble;Île-de-France
HIST3174;Historical;18 rue Vivienne;Paris 2e Arrondissement;Paris;75;48.8681629184;2.33981181735;Immeuble, ancien hôtel particulier Desmarets;Île-de-France
HIST3175;Historical;"5, 5bis rue Béranger ; 2 rue de la Corderie";Paris 3e Arrondissement;Paris;75;48.8650575492;2.36402660029;Collège Pierre-Jean-de-Béranger et immeuble contigü;Île-de-France
HIST3176;Historical;41 rue de Turenne;Paris 3e Arrondissement;Paris;75;48.8572797418;2.36431959491;Fontaine publique dite de Joyeuse;Île-de-France
HIST3177;Historical;70 rue des Gravilliers;Paris 3e Arrondissement;Paris;75;48.8645022799;2.35478382581;Immeuble dit petit hôtel d'Estrées;Île-de-France
HIST3178;Historical;26 place des Vosges;Paris 3e Arrondissement;Paris;75;48.8561796866;2.36636043342;Hôtel de Tresmes (ancien) , dit aussi hôtel de Gourgues;Île-de-France
HIST3179;Historical;7 rue des Gravilliers;Paris 3e Arrondissement;Paris;75;48.8635293048;2.35755239105;Immeuble;Île-de-France
HIST3180;Historical;68 rue Quincampoix;Paris 3e Arrondissement;Paris;75;48.8619054542;2.35102330356;Immeuble;Île-de-France
HIST3181;Historical;79 rue Quincampoix;Paris 3e Arrondissement;Paris;75;48.8622872576;2.3510712679;Immeuble;Île-de-France
HIST3182;Historical;163 rue Saint-Martin;Paris 3e Arrondissement;Paris;75;48.8623787484;2.35194146379;Immeuble;Île-de-France
HIST3183;Historical;"58 rue Charlot ; 9 rue de Normandie";Paris 3e Arrondissement;Paris;75;48.8634175203;2.3638820313;Pavillon;Île-de-France
HIST3184;Historical;place Martin-Nadaud;Paris 20e Arrondissement;Paris;75;48.8649452113;2.39505926458;Métropolitain, station Gambetta;Île-de-France
HIST3185;Historical;;Brie-Comte-Robert;Seine-et-Marne;77;48.6902496987;2.60849577551;Eglise Saint-Etienne;Île-de-France
HIST3186;Historical;;Châteaubleau;Seine-et-Marne;77;48.5925439133;3.10762370403;Vestiges gallo-romains;Île-de-France
HIST3187;Historical;"9, 12 boulevard Denain ; rue Lafayette";Paris 10e Arrondissement;Paris;75;48.879719544;2.35481500389;Métropolitain, station Gare du Nord;Île-de-France
HIST3188;Historical;36 rue Jacques-Louvel-Tessier;Paris 10e Arrondissement;Paris;75;48.8715551866;2.37142598444;Sous-station Temple;Île-de-France
HIST3189;Historical;110 rue Amelot;Paris 11e Arrondissement;Paris;75;48.8635387916;2.36755419803;Cirque d'Hiver;Île-de-France
HIST3190;Historical;100 rue de Charonne;Paris 11e Arrondissement;Paris;75;48.8541221296;2.38423245222;Vestiges de l'ancien couvent de la Madeleine de Traisnel;Île-de-France
HIST3191;Historical;avenue de Saint-Mandé;Paris 12e Arrondissement;Paris;75;48.8449498431;2.40127452248;Métropolitain, station Picpus;Île-de-France
HIST3192;Historical;34 avenue de Choisy;Paris 13e Arrondissement;Paris;75;48.822300605;2.36312854934;Boulangerie;Île-de-France
HIST3193;Historical;75, 77 avenue Denfert-Rochereau;Paris 14e Arrondissement;Paris;75;48.8357410569;2.33545938065;Ancien relais de poste, kiosque et regard;Île-de-France
HIST3194;Historical;14 rue Le-Regrattier;Paris 4e Arrondissement;Paris;75;48.8521979262;2.35468576388;Immeuble;Île-de-France
HIST3195;Historical;101 boulevard Murat;Paris 16e Arrondissement;Paris;75;48.8398712017;2.25669170279;Ancien atelier du ferronnier Brandt, faisant partie de l'ensemble immobilier 101, 103 boulevard Murat, 55 rue du Général-Delestraint et 112 rue Michel-Ange;Île-de-France
HIST3196;Historical;10 rue Gustave-Flaubert;Paris 17e Arrondissement;Paris;75;48.8814502684;2.29879241671;Crémerie-épicerie (ancienne);Île-de-France
HIST3197;Historical;boulevard de Courcelles;Paris 17e Arrondissement;Paris;75;48.8809113482;2.31408405218;Métropolitain, station Villiers;Île-de-France
HIST3198;Historical;"159 rue Ordener ; rue Montcalm";Paris 18e Arrondissement;Paris;75;48.8932526897;2.33791820747;Boulangerie;Île-de-France
HIST3199;Historical;12 place Vendôme;Paris 1er Arrondissement;Paris;75;48.8669555548;2.3300740785;Hôtel Baudard de Saint-James;Île-de-France
HIST3200;Historical;5 rue des Deux-Boules;Paris 1er Arrondissement;Paris;75;48.8590015055;2.34558927135;Immeuble;Île-de-France
HIST3201;Historical;2 rue La-Vrillière;Paris 1er Arrondissement;Paris;75;48.8652271355;2.34057663762;Immeuble;Île-de-France
HIST3202;Historical;"2 rue de Valois ; 202 rue Saint-Honoré";Paris 1er Arrondissement;Paris;75;48.8628245295;2.33766124731;Immeuble;Île-de-France
HIST3203;Historical;37 rue de Valois;Paris 1er Arrondissement;Paris;75;48.865473;2.338905;Immeuble, en bordure du Palais-Royal;Île-de-France
HIST3204;Historical;;Jouarre;Seine-et-Marne;77;48.8662123364;3.10287156688;Château de Nolongues (ancien);Île-de-France
HIST3205;Historical;;Lorrez-le-Bocage-Préaux;Seine-et-Marne;77;48.237655884;2.90304367082;Vieille Tour de Lorrez-le-Bocage;Île-de-France
HIST3206;Historical;;Marles-en-Brie;Seine-et-Marne;77;48.7292977621;2.87979295289;Eglise Saint-Germain;Île-de-France
HIST3207;Historical;;Moisenay;Seine-et-Marne;77;48.5620284684;2.7353259095;Eglise Saint-Martin;Île-de-France
HIST3208;Historical;;Montigny-Lencoup;Seine-et-Marne;77;48.4525469742;3.06108006849;Eglise;Île-de-France
HIST3209;Historical;Grande-Rue 47, 49;Moret-sur-Loing;Seine-et-Marne;77;48.3729680908;2.81788596315;Maisons;Île-de-France
HIST3210;Historical;;Moussy-le-Neuf;Seine-et-Marne;77;49.0641473743;2.60416713699;Eglise Saint-Vincent;Île-de-France
HIST3211;Historical;;Moussy-le-Vieux;Seine-et-Marne;77;49.0458712586;2.62484208617;Eglise Saint-Martin;Île-de-France
